source,stat_id,period,region,region_full,item,value,unit
rone,A_2024_00178,202411,동북권,서울>동북권,지수,170.982955233715,지수
rone,A_2024_00178,202411,지방,지방,지수,106.145437908447,지수
rone,A_2024_00178,202411,동남권,서울>동남권,지수,176.674912158745,지수
rone,A_2024_00178,202411,서북권,서울>서북권,지수,166.167951700521,지수
rone,A_2024_00178,202411,서울,서울,지수,171.076616268214,지수
rone,A_2024_00178,202411,부산,부산,지수,103.623432576142,지수
rone,A_2024_00178,202411,서남권,서울>서남권,지수,168.242949961379,지수
rone,A_2024_00178,202411,대구,대구,지수,98.8503166356539,지수
rone,A_2024_00178,202411,인천,인천,지수,123.423710615904,지수
rone,A_2024_00178,202411,광주,광주,지수,121.661984978709,지수
rone,A_2024_00178,202411,대전,대전,지수,140.785053993813,지수
rone,A_2024_00178,202411,울산,울산,지수,100.741798896474,지수
rone,A_2024_00178,202411,세종,세종,지수,128.804350309769,지수
rone,A_2024_00178,202411,경기,경기,지수,140.724695205176,지수
rone,A_2024_00178,202411,강원,강원,지수,110.299329233292,지수
rone,A_2024_00178,202411,충북,충북,지수,108.880326249956,지수
rone,A_2024_00178,202411,충남,충남,지수,104.395376706481,지수
rone,A_2024_00178,202411,전북,전북,지수,110.19946530008,지수
rone,A_2024_00178,202411,전남,전남,지수,105.353210870864,지수
rone,A_2024_00178,202411,경북,경북,지수,99.1324004430759,지수
rone,A_2024_00178,202411,경남,경남,지수,95.2258596468589,지수
rone,A_2024_00178,202411,제주,제주,지수,109.697626480182,지수
rone,A_2024_00178,202411,6대광역시,6대광역시,지수,111.99460893422,지수
rone,A_2024_00178,202411,5대광역시,5대광역시,지수,109.324042368303,지수
rone,A_2024_00178,202411,8개도,8개도,지수,103.65550433352,지수
rone,A_2024_00178,202412,도심권,서울>도심권,지수,176.765085364272,지수
rone,A_2024_00178,202412,전국,전국,지수,124.237619740027,지수
rone,A_2024_00178,202412,수도권,수도권,지수,146.609178287573,지수
rone,A_2024_00178,202412,동북권,서울>동북권,지수,169.509502008093,지수
rone,A_2024_00178,202412,지방,지방,지수,105.689401573198,지수
rone,A_2024_00178,202412,동남권,서울>동남권,지수,176.230954114651,지수
rone,A_2024_00178,202412,서북권,서울>서북권,지수,165.522036689256,지수
rone,A_2024_00178,202412,서울,서울,지수,170.285983375778,지수
rone,A_2024_00178,202412,부산,부산,지수,103.042525760258,지수
rone,A_2024_00178,202412,서남권,서울>서남권,지수,167.842304870244,지수
rone,A_2024_00178,202412,대구,대구,지수,97.8789970780989,지수
rone,A_2024_00178,202412,인천,인천,지수,122.894144058323,지수
rone,A_2024_00178,202412,광주,광주,지수,121.56592613748,지수
rone,A_2024_00178,202412,대전,대전,지수,140.146498139174,지수
rone,A_2024_00178,202412,울산,울산,지수,100.785759995691,지수
rone,A_2024_00178,202412,세종,세종,지수,125.902010116442,지수
rone,A_2024_00178,202412,경기,경기,지수,139.81986150202,지수
rone,A_2024_00178,202412,강원,강원,지수,110.730550960171,지수
rone,A_2024_00178,202412,충북,충북,지수,107.795104719832,지수
rone,A_2024_00178,202412,충남,충남,지수,104.29328927705,지수
rone,A_2024_00178,202412,전북,전북,지수,110.215350229713,지수
rone,A_2024_00178,202412,전남,전남,지수,105.50071195239,지수
rone,A_2024_00178,202412,경북,경북,지수,98.4106591427087,지수
rone,A_2024_00178,202412,경남,경남,지수,94.5758279598074,지수
rone,A_2024_00178,202412,제주,제주,지수,107.320086994999,지수
rone,A_2024_00178,202412,6대광역시,6대광역시,지수,111.490345730211,지수
rone,A_2024_00178,202412,5대광역시,5대광역시,지수,108.825693545521,지수
rone,A_2024_00178,202412,8개도,8개도,지수,103.273314007536,지수
rone,A_2024_00182,202407,도심권,서울>도심권,지수,133.998586676675,지수
rone,A_2024_00182,202407,전국,전국,지수,123.485917320359,지수
rone,A_2024_00182,202407,수도권,수도권,지수,127.804474027411,지수
rone,A_2024_00182,202407,동북권,서울>동북권,지수,131.384265982626,지수
rone,A_2024_00182,202407,지방,지방,지수,114.445575385491,지수
rone,A_2024_00182,202407,동남권,서울>동남권,지수,129.474950410998,지수
rone,A_2024_00182,202407,서북권,서울>서북권,지수,135.533600959461,지수
rone,A_2024_00182,202407,서울,서울,지수,131.789386299799,지수
rone,A_2024_00182,202407,부산,부산,지수,105.00004998134,지수
rone,A_2024_00182,202407,서남권,서울>서남권,지수,132.896160489527,지수
rone,A_2024_00182,202407,대구,대구,지수,93.4564691898432,지수
rone,A_2024_00182,202407,인천,인천,지수,120.910978096551,지수
rone,A_2024_00182,202407,광주,광주,지수,111.87574433554,지수
rone,A_2024_00182,202407,대전,대전,지수,132.897641411615,지수
rone,A_2024_00182,202407,울산,울산,지수,117.067526604131,지수
rone,A_2024_00182,202407,세종,세종,지수,140.161816021457,지수
rone,A_2024_00182,202407,경기,경기,지수,125.993565702248,지수
rone,A_2024_00182,202407,강원,강원,지수,117.015617828535,지수
rone,A_2024_00182,202407,충북,충북,지수,121.570995475428,지수
rone,A_2024_00182,202407,충남,충남,지수,117.789657237535,지수
rone,A_2024_00182,202407,전북,전북,지수,111.757099834995,지수
rone,A_2024_00182,202407,전남,전남,지수,112.484698017005,지수
rone,A_2024_00182,202407,경북,경북,지수,114.032643628769,지수
rone,A_2024_00182,202407,경남,경남,지수,120.672919674797,지수
rone,A_2024_00182,202407,제주,제주,지수,117.429255231035,지수
rone,A_2024_00182,202407,6대광역시,6대광역시,지수,113.262877615643,지수
rone,A_2024_00182,202407,5대광역시,5대광역시,지수,109.304222579573,지수
rone,A_2024_00182,202407,8개도,8개도,지수,117.576353237247,지수
rone,A_2024_00182,202408,도심권,서울>도심권,지수,137.830465895066,지수
rone,A_2024_00182,202408,전국,전국,지수,124.492018924212,지수
rone,A_2024_00182,202408,수도권,수도권,지수,128.744350558815,지수
rone,A_2024_00182,202408,동북권,서울>동북권,지수,132.851905330915,지수
rone,A_2024_00182,202408,지방,지방,지수,115.594847775063,지수
rone,A_2024_00182,202408,동남권,서울>동남권,지수,129.973705285832,지수
rone,A_2024_00182,202408,서북권,서울>서북권,지수,136.193151877773,지수
rone,A_2024_00182,202408,서울,서울,지수,133.081226973391,지수
rone,A_2024_00182,202408,부산,부산,지수,106.172124896129,지수
rone,A_2024_00182,202408,서남권,서울>서남권,지수,134.730483208444,지수
rone,A_2024_00182,202408,대구,대구,지수,94.8603738127849,지수
rone,A_2024_00182,202408,인천,인천,지수,120.886320782119,지수
rone,A_2024_00182,202408,광주,광주,지수,115.642676907398,지수
rone,A_2024_00182,202408,대전,대전,지수,132.899701374675,지수
rone,A_2024_00182,202408,울산,울산,지수,116.238903362717,지수
rone,A_2024_00182,202408,세종,세종,지수,140.02823617198,지수
rone,A_2024_00182,202408,경기,경기,지수,126.861966194741,지수
rone,A_2024_00182,202408,강원,강원,지수,117.945906976844,지수
rone,A_2024_00182,202408,충북,충북,지수,122.965779354876,지수
rone,A_2024_00182,202408,충남,충남,지수,118.497066425356,지수
rone,A_2024_00182,202408,전북,전북,지수,113.596239898445,지수
rone,A_2024_00182,202408,전남,전남,지수,113.848725247685,지수
rone,A_2024_00182,202408,경북,경북,지수,114.49487715816,지수
rone,A_2024_00182,202408,경남,경남,지수,122.59456618939,지수
rone,A_2024_00182,202408,제주,제주,지수,116.991366098604,지수
rone,A_2024_00182,202408,6대광역시,6대광역시,지수,114.058656895723,지수
rone,A_2024_00182,202408,5대광역시,5대광역시,지수,110.519148282307,지수
rone,A_2024_00182,202408,8개도,8개도,지수,118.746740781394,지수
rone,A_2024_00182,202409,도심권,서울>도심권,지수,136.879960193701,지수
rone,A_2024_00182,202409,전국,전국,지수,124.425278760661,지수
rone,A_2024_00182,202409,수도권,수도권,지수,128.635625588844,지수
rone,A_2024_00182,202409,동북권,서울>동북권,지수,132.440407756729,지수
rone,A_2024_00182,202409,지방,지방,지수,115.617674242912,지수
rone,A_2024_00182,202409,동남권,서울>동남권,지수,130.63507160915,지수
rone,A_2024_00182,202409,서북권,서울>서북권,지수,135.776645162998,지수
rone,A_2024_00182,202409,서울,서울,지수,132.683221184461,지수
rone,A_2024_00182,202409,부산,부산,지수,105.110562984874,지수
rone,A_2024_00182,202409,서남권,서울>서남권,지수,133.333807584518,지수
rone,A_2024_00182,202409,대구,대구,지수,94.8500176562938,지수
rone,A_2024_00182,202409,인천,인천,지수,121.282612712236,지수
rone,A_2024_00182,202409,광주,광주,지수,114.596714917194,지수
rone,A_2024_00182,202409,대전,대전,지수,134.955187586039,지수
rone,A_2024_00182,202409,울산,울산,지수,118.797286047202,지수
rone,A_2024_00182,202409,세종,세종,지수,141.217895353389,지수
rone,A_2024_00182,202409,경기,경기,지수,126.879111825109,지수
rone,A_2024_00182,202409,강원,강원,지수,119.451629286924,지수
rone,A_2024_00182,202409,충북,충북,지수,122.40453261842,지수
rone,A_2024_00182,202409,충남,충남,지수,117.514254335048,지수
rone,A_2024_00182,202409,전북,전북,지수,111.881832156579,지수
rone,A_2024_00182,202409,전남,전남,지수,114.394899648052,지수
rone,A_2024_00182,202409,경북,경북,지수,114.187442488782,지수
rone,A_2024_00182,202409,경남,경남,지수,122.841861640982,지수
rone,A_2024_00182,202409,제주,제주,지수,117.266592373827,지수
rone,A_2024_00182,202409,6대광역시,6대광역시,지수,114.255390141389,지수
rone,A_2024_00182,202409,5대광역시,5대광역시,지수,110.610579635341,지수
rone,A_2024_00182,202409,8개도,8개도,지수,118.602612481859,지수
rone,A_2024_00182,202410,도심권,서울>도심권,지수,136.601686173116,지수
rone,A_2024_00182,202410,전국,전국,지수,124.489273652665,지수
rone,A_2024_00182,202410,수도권,수도권,지수,128.685078894396,지수
rone,A_2024_00182,202410,동북권,서울>동북권,지수,132.817324515175,지수
rone,A_2024_00182,202410,지방,지방,지수,115.707103545798,지수
rone,A_2024_00182,202410,동남권,서울>동남권,지수,130.35978292205,지수
rone,A_2024_00182,202410,서북권,서울>서북권,지수,134.649659529396,지수
rone,A_2024_00182,202410,서울,서울,지수,132.639941654979,지수
rone,A_2024_00182,202410,부산,부산,지수,105.315251448767,지수
rone,A_2024_00182,202410,서남권,서울>서남권,지수,133.558509906591,지수
rone,A_2024_00182,202410,대구,대구,지수,94.9665102725237,지수
rone,A_2024_00182,202410,인천,인천,지수,121.147408969812,지수
rone,A_2024_00182,202410,광주,광주,지수,115.963565429357,지수
rone,A_2024_00182,202410,대전,대전,지수,135.072231684529,지수
rone,A_2024_00182,202410,울산,울산,지수,119.206363836744,지수
rone,A_2024_00182,202410,세종,세종,지수,141.153695835177,지수
rone,A_2024_00182,202410,경기,경기,지수,127.045043917186,지수
rone,A_2024_00182,202410,강원,강원,지수,115.173483471662,지수
rone,A_2024_00182,202410,충북,충북,지수,122.466148565942,지수
rone,A_2024_00182,202410,충남,충남,지수,118.24903974098,지수
rone,A_2024_00182,202410,전북,전북,지수,111.883274784448,지수
rone,A_2024_00182,202410,전남,전남,지수,114.542680395964,지수
rone,A_2024_00182,202410,경북,경북,지수,114.90219563441,지수
rone,A_2024_00182,202410,경남,경남,지수,123.763690122283,지수
rone,A_2024_00182,202410,제주,제주,지수,116.818663091801,지수
rone,A_2024_00182,202410,6대광역시,6대광역시,지수,114.441239708161,지수
rone,A_2024_00182,202410,5대광역시,5대광역시,지수,110.960616999064,지수
rone,A_2024_00182,202410,8개도,8개도,지수,118.429496334413,지수
rone,A_2024_00182,202411,도심권,서울>도심권,지수,134.792401797048,지수
rone,A_2024_00182,202411,전국,전국,지수,123.664364957995,지수
rone,A_2024_00182,202411,수도권,수도권,지수,127.464230056222,지수
rone,A_2024_00182,202411,동북권,서울>동북권,지수,132.086713060174,지수
rone,A_2024_00182,202411,지방,지방,지수,115.809069669119,지수
rone,A_2024_00182,202411,동남권,서울>동남권,지수,128.52241963807,지수
rone,A_2024_00182,202411,서북권,서울>서북권,지수,132.629685654045,지수
rone,A_2024_00182,202411,서울,서울,지수,131.403387427152,지수
rone,A_2024_00182,202411,부산,부산,지수,105.220153079899,지수
rone,A_2024_00182,202411,서남권,서울>서남권,지수,132.851039393445,지수
rone,A_2024_00182,202411,대구,대구,지수,94.9146501060951,지수
rone,A_2024_00182,202411,인천,인천,지수,119.937292899582,지수
rone,A_2024_00182,202411,광주,광주,지수,116.857681241912,지수
rone,A_2024_00182,202411,대전,대전,지수,134.911824167069,지수
rone,A_2024_00182,202411,울산,울산,지수,120.122527969833,지수
rone,A_2024_00182,202411,세종,세종,지수,142.851454926576,지수
rone,A_2024_00182,202411,경기,경기,지수,125.837214495854,지수
rone,A_2024_00182,202411,강원,강원,지수,117.269477338681,지수
rone,A_2024_00182,202411,충북,충북,지수,123.809831283783,지수
rone,A_2024_00182,202411,충남,충남,지수,119.311929568614,지수
rone,A_2024_00182,202411,전북,전북,지수,109.889036320129,지수
rone,A_2024_00182,202411,전남,전남,지수,112.514917345948,지수
rone,A_2024_00182,202411,경북,경북,지수,112.043434261576,지수
rone,A_2024_00182,202411,경남,경남,지수,123.112463815788,지수
rone,A_2024_00182,202411,제주,제주,지수,120.798224165916,지수
rone,A_2024_00182,202411,6대광역시,6대광역시,지수,114.116299883303,지수
rone,A_2024_00182,202411,5대광역시,5대광역시,지수,111.104315769843,지수
rone,A_2024_00182,202411,8개도,8개도,지수,118.356359283694,지수
rone,A_2024_00182,202412,도심권,서울>도심권,지수,134.866208345088,지수
rone,A_2024_00182,202412,전국,전국,지수,122.669450182756,지수
rone,A_2024_00182,202412,수도권,수도권,지수,126.044776055887,지수
rone,A_2024_00182,202412,동북권,서울>동북권,지수,129.95077370394,지수
rone,A_2024_00182,202412,지방,지방,지수,115.803218020857,지수
rone,A_2024_00182,202412,동남권,서울>동남권,지수,127.298792534392,지수
rone,A_2024_00182,202412,서북권,서울>서북권,지수,130.05074474969,지수
rone,A_2024_00182,202412,서울,서울,지수,129.545562111436,지수
rone,A_2024_00182,202412,부산,부산,지수,105.580003439394,지수
rone,A_2024_00182,202412,서남권,서울>서남권,지수,130.615842891207,지수
rone,A_2024_00182,202412,대구,대구,지수,94.6662986122583,지수
rone,A_2024_00182,202412,인천,인천,지수,118.27287546445,지수
rone,A_2024_00182,202412,광주,광주,지수,116.219478506989,지수
rone,A_2024_00182,202412,대전,대전,지수,133.561722357434,지수
rone,A_2024_00182,202412,울산,울산,지수,120.746241404251,지수
rone,A_2024_00182,202412,세종,세종,지수,141.643830425148,지수
rone,A_2024_00182,202412,경기,경기,지수,124.822150135899,지수
rone,A_2024_00182,202412,강원,강원,지수,118.568095969434,지수
rone,A_2024_00182,202412,충북,충북,지수,124.032016021291,지수
rone,A_2024_00182,202412,충남,충남,지수,117.728294837956,지수
rone,A_2024_00182,202412,전북,전북,지수,111.317921805641,지수
rone,A_2024_00182,202412,전남,전남,지수,112.43660892762,지수
rone,A_2024_00182,202412,경북,경북,지수,113.351820027792,지수
rone,A_2024_00182,202412,경남,경남,지수,123.80910891184,지수
rone,A_2024_00182,202412,제주,제주,지수,117.598396330169,지수
rone,A_2024_00182,202412,6대광역시,6대광역시,지수,113.410318400925,지수
rone,A_2024_00182,202412,5대광역시,5대광역시,지수,110.900017175248,지수
rone,A_2024_00182,202412,8개도,8개도,지수,118.63069032533,지수
rone,A_2024_00188,202407,도심권,서울>도심권,가격,1858.90931435183,만원/㎡
rone,A_2024_00188,202407,전국,전국,가격,723.590639401472,만원/㎡
rone,A_2024_00188,202407,수도권,수도권,가격,997.25937043732,만원/㎡
rone,A_2024_00188,202407,동북권,서울>동북권,가격,1197.61781225303,만원/㎡
rone,A_2024_00188,202407,지방,지방,가격,369.492157916443,만원/㎡
rone,A_2024_00188,202407,동남권,서울>동남권,가격,2270.5915187365,만원/㎡
rone,A_2024_00188,202407,서울,서울,가격,1566.73221359771,만원/㎡
rone,A_2024_00188,202407,서북권,서울>서북권,가격,1467.40504199295,만원/㎡
rone,A_2024_00188,202407,부산,부산,가격,541.857778492611,만원/㎡
rone,A_2024_00188,202407,서남권,서울>서남권,가격,1342.19701228288,만원/㎡
rone,A_2024_00188,202407,대구,대구,가격,450.723217299131,만원/㎡
rone,A_2024_00188,202407,인천,인천,가격,540.663200968001,만원/㎡
rone,A_2024_00188,202407,광주,광주,가격,387.915481077348,만원/㎡
rone,A_2024_00188,202407,대전,대전,가격,462.043828355604,만원/㎡
rone,A_2024_00188,202407,울산,울산,가격,410.321271185331,만원/㎡
rone,A_2024_00188,202407,세종,세종,가격,656.146861420212,만원/㎡
rone,A_2024_00188,202407,경기,경기,가격,755.079997618112,만원/㎡
rone,A_2024_00188,202407,강원,강원,가격,289.917719302074,만원/㎡
rone,A_2024_00188,202407,충북,충북,가격,295.41398429114,만원/㎡
rone,A_2024_00188,202407,충남,충남,가격,303.190550764544,만원/㎡
rone,A_2024_00188,202407,전북,전북,가격,292.130744552682,만원/㎡
rone,A_2024_00188,202407,전남,전남,가격,240.812186498076,만원/㎡
rone,A_2024_00188,202407,경북,경북,가격,243.163637380808,만원/㎡
rone,A_2024_00188,202407,경남,경남,가격,339.965967248899,만원/㎡
rone,A_2024_00188,202407,제주,제주,가격,490.540078644585,만원/㎡
rone,A_2024_00188,202408,도심권,서울>도심권,가격,1827.06064240685,만원/㎡
rone,A_2024_00188,202408,전국,전국,가격,661.641250033361,만원/㎡
rone,A_2024_00188,202408,수도권,수도권,가격,929.766069298589,만원/㎡
rone,A_2024_00188,202408,동북권,서울>동북권,가격,1193.03363896997,만원/㎡
rone,A_2024_00188,202408,지방,지방,가격,369.128107124389,만원/㎡
rone,A_2024_00188,202408,동남권,서울>동남권,가격,2276.48181505566,만원/㎡
rone,A_2024_00188,202408,서울,서울,가격,1530.36273541191,만원/㎡
rone,A_2024_00188,202408,서북권,서울>서북권,가격,1437.83232998652,만원/㎡
rone,A_2024_00188,202408,부산,부산,가격,540.895053718189,만원/㎡
rone,A_2024_00188,202408,서남권,서울>서남권,가격,1319.17483923581,만원/㎡
rone,A_2024_00188,202408,대구,대구,가격,455.425221605486,만원/㎡
rone,A_2024_00188,202408,인천,인천,가격,535.370347580803,만원/㎡
rone,A_2024_00188,202408,광주,광주,가격,389.341561169711,만원/㎡
rone,A_2024_00188,202408,대전,대전,가격,466.600173375121,만원/㎡
rone,A_2024_00188,202408,울산,울산,가격,413.126596966138,만원/㎡
rone,A_2024_00188,202408,세종,세종,가격,684.297176700565,만원/㎡
rone,A_2024_00188,202408,경기,경기,가격,723.059314906091,만원/㎡
rone,A_2024_00188,202408,강원,강원,가격,290.096088558347,만원/㎡
rone,A_2024_00188,202408,충북,충북,가격,297.321366283043,만원/㎡
rone,A_2024_00188,202408,충남,충남,가격,296.349292112281,만원/㎡
rone,A_2024_00188,202408,전북,전북,가격,287.832596838694,만원/㎡
rone,A_2024_00188,202408,전남,전남,가격,241.332800635031,만원/㎡
rone,A_2024_00188,202408,경북,경북,가격,246.206548108578,만원/㎡
rone,A_2024_00188,202408,경남,경남,가격,329.99261044207,만원/㎡
rone,A_2024_00188,202408,제주,제주,가격,486.880113991174,만원/㎡
rone,A_2024_00188,202409,도심권,서울>도심권,가격,1802.69463900618,만원/㎡
rone,A_2024_00188,202409,전국,전국,가격,560.399266482363,만원/㎡
rone,A_2024_00188,202409,수도권,수도권,가격,840.754884596137,만원/㎡
rone,A_2024_00188,202409,동북권,서울>동북권,가격,1150.00941098648,만원/㎡
rone,A_2024_00188,202409,지방,지방,가격,354.496829080422,만원/㎡
rone,A_2024_00188,202409,동남권,서울>동남권,가격,2296.50500477229,만원/㎡
rone,A_2024_00188,202409,서울,서울,가격,1499.32549508157,만원/㎡
rone,A_2024_00188,202409,서북권,서울>서북권,가격,1313.07952208121,만원/㎡
rone,A_2024_00188,202409,부산,부산,가격,506.768107514351,만원/㎡
rone,A_2024_00188,202409,서남권,서울>서남권,가격,1315.73693679022,만원/㎡
