id,transaction_date,price,area_exclusive,floor,dong,buyer_type,_apt_name,_built_year,_total_floors,_total_units,_brand,_brand_tier,_sido,_sigungu
a599f8c2-5f0f-48ba-a862-989850ccdc62,2025-03-28,2132862800,74.0,15,송파구동,일반,헬리오시티,2018,18,9510,현대,3,서울시,송파구
609d07d6-d793-45c2-b8f3-6ae20f412c36,2024-09-17,2152558998,84.0,22,송파구동,일반,잠실엘스,2008,24,3930,롯데,3,서울시,송파구
419d7a56-cb15-49ba-bd89-cfa0869402e6,2025-02-13,1905339997,135.0,10,영등포구동,일반,영등포구아파트,2000,18,807,기타,1,서울시,영등포구
7a2ac2db-1578-4678-9525-700c2c0cbba6,2025-09-07,901654532,102.0,22,노원구동,법인,노원구아파트,2014,29,1488,기타,1,서울시,노원구
4cb037ac-ae97-43e1-8f5d-3252a2048209,2024-09-22,1876510819,74.0,16,송파구동,일반,잠실엘스,2008,32,3930,롯데,3,서울시,송파구
23850e65-2f5b-4819-a267-95acc307029e,2024-12-08,322578872,59.0,2,노원구동,일반,노원구아파트,1997,17,1132,기타,1,서울시,노원구
0ffae5ad-2e4e-463f-9cee-fa63279ec7a1,2025-05-09,805146441,102.0,15,노원구동,일반,노원구아파트,2005,19,364,기타,1,서울시,노원구
f59fd84e-f539-4c25-af51-d1bf60e01968,2024-12-27,1125705618,114.0,7,강서구동,일반,강서구아파트,2019,20,711,기타,1,서울시,강서구
c580b54e-8464-4c7f-823b-7a368f43ceec,2025-09-09,6284939677,135.0,3,강남구동,법인,래미안퍼스티지,2009,26,1467,래미안,4,서울시,강남구
8fc98d34-194b-4d94-95ec-e03ad4dda145,2024-12-31,1862945263,74.0,14,송파구동,일반,잠실엘스,2008,20,3930,롯데,3,서울시,송파구
9889a485-9c00-4b02-959d-e88deefc0b7a,2025-11-06,2657158665,102.0,23,송파구동,일반,파크리오,2008,35,6864,현대,3,서울시,송파구
a57cd1de-2238-4142-9e6c-1be35604fdf8,2024-05-16,1451069010,59.0,14,용산구동,일반,한강대우,1999,34,588,푸르지오,3,서울시,용산구
70f6238e-9dec-4d61-b9be-87da32342171,2024-12-20,2458076014,59.0,14,서초구동,일반,래미안서초에스티지,2020,32,1317,래미안,4,서울시,서초구
89aad692-acfd-417b-a0c1-820eda685953,2025-03-18,1027505033,59.0,1,마포구동,일반,마포래미안푸르지오,2014,18,3885,래미안,4,서울시,마포구
6c68e12d-23a7-49b6-8258-13da8d4de713,2024-02-28,840108825,74.0,7,강동구동,일반,강동구아파트,2000,32,365,기타,1,서울시,강동구
76aa55c2-1495-4704-b3e0-2f8d4cb5c4ff,2024-10-13,1511946331,59.0,15,용산구동,일반,한강대우,1999,21,588,푸르지오,3,서울시,용산구
8482a50d-8d1c-4044-adb3-095249efe095,2026-01-03,368225224,59.0,20,노원구동,일반,노원구아파트,1996,32,1146,기타,1,서울시,노원구
cf1e18e9-923e-4d16-b981-b616146db297,2025-06-26,1197402137,74.0,14,영등포구동,일반,영등포구아파트,2014,20,1302,기타,1,서울시,영등포구
b320d4d1-faa7-4bca-b1ea-0a6cdf6ae9f8,2026-01-07,2033882628,74.0,29,용산구동,일반,한강대우,1999,34,588,푸르지오,3,서울시,용산구
9a198093-3dff-4cd5-a841-1e5224da2267,2026-01-28,5018612909,168.0,10,송파구동,일반,잠실엘스,2008,15,3930,롯데,3,서울시,송파구
fac1078a-e0b9-4717-bb37-9ea8c5098ba1,2024-11-25,2624674214,135.0,13,영등포구동,일반,영등포구아파트,2020,29,614,기타,1,서울시,영등포구
863df2f4-7935-40cf-93cd-ce0d4bf1763e,2024-05-23,1230366463,59.0,11,송파구동,일반,잠실엘스,2008,32,3930,롯데,3,서울시,송파구
7538568c-9295-4a6b-8380-f70552eda8ec,2024-08-28,4046530914,114.0,8,용산구동,법인,용산푸르지오써밋,2020,15,1140,푸르지오,3,서울시,용산구
82645067-7c77-46c2-84c4-1064b4adcf88,2024-08-28,1831726448,74.0,12,송파구동,일반,파크리오,2008,28,6864,현대,3,서울시,송파구
0f16a49e-769a-4efe-a734-893b2f121c41,2024-07-31,987568075,102.0,10,강서구동,일반,강서구아파트,2012,24,1480,기타,1,서울시,강서구
c6a48584-1ea1-4490-b10e-02090130f3f9,2024-10-12,4259310878,135.0,18,송파구동,일반,헬리오시티,2018,32,9510,현대,3,서울시,송파구
c2d2aa2a-ed22-48bc-80cd-d4500e8fe899,2024-05-17,1581980237,84.0,22,성동구동,일반,성동구아파트,2003,28,864,기타,1,서울시,성동구
51b8c366-d764-45d3-a939-938ed5f5509a,2024-12-30,1648952782,114.0,16,강동구동,일반,강동구아파트,2004,18,662,기타,1,서울시,강동구
9f6dd73b-9361-4ad4-a8f5-92d3c877cc47,2024-11-16,3352268343,114.0,16,용산구동,법인,한강대우,1999,31,588,푸르지오,3,서울시,용산구
618cc068-cbff-42b0-8fba-014692667b93,2024-02-17,1328161695,59.0,8,용산구동,일반,한강대우,1999,28,588,푸르지오,3,서울시,용산구
f54ec7cd-85f2-41cf-9c54-4f0bbad15341,2024-07-22,3419801536,114.0,21,송파구동,법인,헬리오시티,2018,29,9510,현대,3,서울시,송파구
d9e3b57b-6512-4ffb-b7b6-9eb30f6d9fa0,2026-01-24,2882687963,168.0,1,영등포구동,일반,영등포구아파트,2013,17,851,기타,1,서울시,영등포구
dc926c03-13b1-4575-b02d-59b869526570,2025-02-03,1979554429,59.0,19,용산구동,일반,용산푸르지오써밋,2020,20,1140,푸르지오,3,서울시,용산구
aa18a79a-2f59-4726-88ad-0ccd1c2dff24,2025-09-02,1963819335,74.0,8,용산구동,일반,한강대우,1999,25,588,푸르지오,3,서울시,용산구
4d6488e8-98d3-4293-8a60-43f64b0ff22f,2024-11-06,5391459835,135.0,12,서초구동,일반,아크로리버파크,2016,26,1612,대림,2,서울시,서초구
19df73f1-083e-4908-97e6-7cb154802937,2025-07-25,1619950605,84.0,7,성동구동,일반,성동구아파트,2009,15,544,기타,1,서울시,성동구
8182c852-7d3e-4d3d-9e42-82a4ffb3f449,2024-08-29,1987633498,74.0,23,용산구동,일반,한강대우,1999,34,588,푸르지오,3,서울시,용산구
d164eca5-b253-4aac-90e1-a9f00d186ffb,2025-11-18,1893084458,84.0,25,성동구동,일반,성동구아파트,2019,30,1381,기타,1,서울시,성동구
a52c53c1-05a3-4afc-9d74-5ad72f972a03,2024-02-15,4692151202,168.0,9,용산구동,일반,한강대우,1999,35,588,푸르지오,3,서울시,용산구
c02c536a-2e5e-4a85-953f-c2d4eaef329a,2024-10-22,3282560363,74.0,30,강남구동,일반,삼성래미안,2004,35,920,래미안,4,서울시,강남구
e25af3c0-4e36-4c8d-9230-14a943e17d2c,2024-02-18,3579093083,135.0,4,용산구동,일반,한강대우,1999,30,588,푸르지오,3,서울시,용산구
a5411a82-b636-4c02-a117-09fc4eb3ca14,2024-06-02,1128367703,74.0,21,영등포구동,법인,영등포구아파트,2011,23,363,기타,1,서울시,영등포구
cb429324-8eed-4ed8-887f-96fb2b83c4e9,2025-04-26,4336463267,168.0,21,성동구동,법인,성동구아파트,2015,24,597,기타,1,서울시,성동구
a6c606bf-4cbf-46e9-a8bf-fa3420ede274,2025-07-20,1419166219,74.0,2,마포구동,일반,래미안마포리버웰,2016,20,908,래미안,4,서울시,마포구
de29cd38-bc8a-4988-8f32-a8a1b0c81bea,2024-07-12,3988106213,168.0,20,마포구동,일반,마포래미안푸르지오,2014,31,3885,래미안,4,서울시,마포구
adbef9d9-a26e-4b38-8f1b-486c919506b0,2026-01-11,820957274,84.0,8,강서구동,법인,강서구아파트,2013,20,1134,기타,1,서울시,강서구
fa468cb1-6595-4222-951f-dd2faf8536c6,2026-02-01,2735453517,114.0,22,마포구동,일반,마포래미안푸르지오,2014,32,3885,래미안,4,서울시,마포구
34c61225-f091-4e9f-bf9a-121ad426f2f2,2024-04-02,1488950722,114.0,15,영등포구동,법인,영등포구아파트,1995,25,1203,기타,1,서울시,영등포구
fdb29e8c-f4a5-4b12-9182-ae736e30fd7f,2024-07-02,1163014304,59.0,11,성동구동,법인,성동구아파트,2019,16,1075,기타,1,서울시,성동구
1484c952-49f3-43d6-837f-114e1947c14f,2025-10-31,7968799731,168.0,9,강남구동,일반,도곡렉슬,2003,30,1116,롯데,3,서울시,강남구
0f073db9-8e4c-4509-a90a-fb6b36407702,2025-11-26,779003370,84.0,2,강서구동,일반,강서구아파트,2015,17,1287,기타,1,서울시,강서구
89fe2b4b-489e-4dc3-8822-1cd88ccf9fa1,2024-06-23,1259562581,84.0,12,강동구동,일반,강동구아파트,2013,25,410,기타,1,서울시,강동구
09f4a83f-65f4-4425-bccb-9a6697f43192,2025-05-26,3039604218,74.0,9,강남구동,일반,삼성래미안,2004,17,920,래미안,4,서울시,강남구
3c378845-512e-479a-b2de-9a1e0aa71962,2025-01-27,1694409883,84.0,6,성동구동,법인,성동구아파트,2016,33,1072,기타,1,서울시,성동구
d69d75f0-b1ad-4278-9599-67a930d4763b,2025-07-22,1236759148,84.0,10,영등포구동,법인,영등포구아파트,2003,15,1427,기타,1,서울시,영등포구
9f84d184-c9e2-48b4-a7a5-3e9e62f92d09,2025-06-14,3877551810,102.0,14,서초구동,법인,아크로리버파크,2016,32,1612,대림,2,서울시,서초구
1b22e12e-359c-427e-8b80-759a90af79df,2025-01-04,6654793677,135.0,22,강남구동,일반,대치아이파크,2008,23,780,현대산업개발,3,서울시,강남구
15e1130a-22a4-431f-ac11-5dd2df4e9504,2024-09-02,3095922797,74.0,2,강남구동,법인,래미안퍼스티지,2009,28,1467,래미안,4,서울시,강남구
30da8222-fbd2-4a6f-b2f6-549a5621acb6,2025-06-12,1444384585,59.0,1,송파구동,법인,헬리오시티,2018,16,9510,현대,3,서울시,송파구
ef9ac8c4-fd54-46dc-8ac0-f3578c460344,2024-08-26,423739165,59.0,12,노원구동,법인,노원구아파트,2013,27,696,기타,1,서울시,노원구
dbc9a29f-f5d5-4fce-8a9c-0623f081658c,2024-07-22,1815349091,84.0,22,마포구동,일반,마포래미안푸르지오,2014,22,3885,래미안,4,서울시,마포구
fa32cb8f-7793-421b-8959-40c292c8b825,2025-04-22,2814175667,114.0,17,마포구동,일반,마포래미안푸르지오,2014,18,3885,래미안,4,서울시,마포구
41623513-8700-403d-b921-60c756bb3f3c,2025-06-15,8760817626,168.0,32,강남구동,일반,삼성래미안,2004,34,920,래미안,4,서울시,강남구
abeef252-0287-4f6e-8bdb-a29f57c640a4,2026-02-03,2313776267,84.0,19,송파구동,일반,잠실엘스,2008,25,3930,롯데,3,서울시,송파구
445c53a0-e259-477b-ac28-72d999ffa493,2024-07-31,2097967515,59.0,4,강남구동,법인,도곡렉슬,2003,18,1116,롯데,3,서울시,강남구
fd408d52-7972-47bf-a636-697e8e1c2544,2024-08-07,2086316726,59.0,21,서초구동,일반,아크로리버파크,2016,32,1612,대림,2,서울시,서초구
c4894b2d-f4bd-478c-bc9d-df72a9bf753e,2025-08-11,1977568959,74.0,26,송파구동,일반,파크리오,2008,27,6864,현대,3,서울시,송파구
f78803cf-c65c-41dc-860e-94c95f1c365f,2024-10-30,2863738524,102.0,7,용산구동,일반,한강대우,1999,17,588,푸르지오,3,서울시,용산구
209c301b-6c8a-4bbc-ab4d-4f3c144ef9b3,2025-10-17,1942797895,74.0,20,용산구동,일반,한강대우,1999,23,588,푸르지오,3,서울시,용산구
31c9325f-1965-4c38-a4a3-1f5b3ea8a56c,2024-05-14,3167454669,114.0,19,송파구동,법인,파크리오,2008,24,6864,현대,3,서울시,송파구
2b222ac7-97cd-4c19-bfb5-50359f916d05,2025-10-23,1465144872,102.0,12,강동구동,일반,강동구아파트,2011,19,1488,기타,1,서울시,강동구
4318e8fb-54fd-41cc-90e7-4537f5fc9924,2025-01-02,6064730394,135.0,11,강남구동,일반,도곡렉슬,2003,23,1116,롯데,3,서울시,강남구
56423e25-a970-48e8-a555-af247b59a7ba,2025-08-03,1687451846,102.0,6,성동구동,일반,성동구아파트,1996,31,937,기타,1,서울시,성동구
b961db9e-27cf-40fe-ac17-174a02223cf6,2024-09-23,2920258658,135.0,6,마포구동,법인,마포래미안푸르지오,2014,17,3885,래미안,4,서울시,마포구
181cdfe9-6bf0-4af2-9e70-88187a3b93ba,2024-10-22,2209538746,114.0,13,성동구동,일반,성동구아파트,2004,23,388,기타,1,서울시,성동구
7d9ca2a6-1451-4c18-bf44-78265943f8aa,2025-02-26,3824452992,135.0,8,송파구동,일반,잠실엘스,2008,16,3930,롯데,3,서울시,송파구
c8b27b0d-6fb4-4354-aa7d-917c3d555728,2025-08-27,3865078040,84.0,27,서초구동,일반,래미안서초에스티지,2020,28,1317,래미안,4,서울시,서초구
ad99799b-ee64-41f6-90a8-cb70f71906a2,2024-12-21,4138557025,168.0,27,마포구동,법인,마포래미안푸르지오,2014,33,3885,래미안,4,서울시,마포구
38146cf4-e5e5-427e-bcdf-de8a30332483,2024-04-05,2060058870,114.0,25,영등포구동,법인,영등포구아파트,2017,35,479,기타,1,서울시,영등포구
25cec801-d1dc-4921-a8b2-bc8364f8174a,2025-01-08,3749177012,135.0,10,송파구동,일반,파크리오,2008,17,6864,현대,3,서울시,송파구
782ead1a-cac3-4564-b269-7285623e5971,2024-11-22,2027823540,135.0,3,영등포구동,일반,영등포구아파트,2010,22,907,기타,1,서울시,영등포구
91c92c6d-2e72-432b-bd49-9ee4b5d2bd7b,2024-08-01,987927322,135.0,1,노원구동,법인,노원구아파트,2010,15,1491,기타,1,서울시,노원구
3cd0ef74-d2ef-47be-9443-7915abc48d0f,2025-08-26,439408174,59.0,16,노원구동,일반,노원구아파트,2010,18,595,기타,1,서울시,노원구
8f791c84-9037-4a89-a501-3e4e5d4b2252,2026-02-03,1140751772,84.0,8,영등포구동,일반,영등포구아파트,1995,19,494,기타,1,서울시,영등포구
c5fc3e80-1177-4f8d-a503-b84c0db089b1,2025-09-22,5301072149,114.0,8,서초구동,일반,래미안서초에스티지,2020,19,1317,래미안,4,서울시,서초구
de7832bb-d622-4ee7-b175-b8f73e5cbef4,2025-01-20,1029435578,102.0,11,강서구동,일반,강서구아파트,2011,22,551,기타,1,서울시,강서구
c3884ca7-b63d-4f2d-8a3a-9946772dd275,2026-01-25,4231968530,168.0,17,마포구동,일반,마포래미안푸르지오,2014,25,3885,래미안,4,서울시,마포구
ec92ce88-d868-4cd4-8548-f9d067e63279,2024-07-30,973765857,114.0,18,강서구동,일반,강서구아파트,1998,19,1072,기타,1,서울시,강서구
a7f49051-0363-4f2d-b41f-e185324f3fa4,2025-09-28,3225950632,114.0,16,송파구동,일반,파크리오,2008,30,6864,현대,3,서울시,송파구
b5dda251-d7db-4060-892a-14c28eef3ed9,2024-04-09,6438113245,168.0,12,용산구동,일반,용산푸르지오써밋,2020,15,1140,푸르지오,3,서울시,용산구
3ac5ce61-8ead-4f94-811b-e31b9a52d218,2025-10-19,889493880,74.0,35,강동구동,법인,강동구아파트,1999,35,697,기타,1,서울시,강동구
c0f3bb72-71c1-41fa-aa89-24879f968296,2024-06-03,1569368101,102.0,25,강동구동,법인,강동구아파트,2013,26,985,기타,1,서울시,강동구
bebce407-f0ea-489c-9c5d-f69eab7ee807,2024-02-08,1792477275,135.0,11,영등포구동,법인,영등포구아파트,2001,33,946,기타,1,서울시,영등포구
8708aa76-fe53-45d0-b9a2-6c451a68a33d,2024-02-11,2003987011,102.0,4,성동구동,법인,성동구아파트,2016,20,1445,기타,1,서울시,성동구
6511cba1-9bb3-4ab6-8db1-fef76bae88d8,2025-09-14,2247933174,84.0,7,용산구동,일반,한강대우,1999,18,588,푸르지오,3,서울시,용산구
9510bbbf-1451-49be-b3eb-f3e8533d3668,2025-07-03,2418178280,135.0,10,성동구동,일반,성동구아파트,1995,25,1112,기타,1,서울시,성동구
a4c85fc7-3549-4914-b72a-cf1c2704c053,2024-11-27,1980362961,102.0,16,성동구동,일반,성동구아파트,2002,23,453,기타,1,서울시,성동구
46b04242-5760-425e-b218-8886a99d123c,2025-04-19,741733871,84.0,12,강서구동,법인,강서구아파트,2007,24,736,기타,1,서울시,강서구
86266d36-d8af-473f-be4f-382e456bf0ea,2024-05-12,1086742066,74.0,19,강동구동,일반,강동구아파트,2019,30,693,기타,1,서울시,강동구
a8be3c46-c08c-4933-849f-6dfd98567252,2024-06-20,864935819,102.0,14,노원구동,일반,노원구아파트,2009,19,376,기타,1,서울시,노원구
2501e65a-ce60-422d-af71-b7d54216ce9e,2024-06-29,1975281932,74.0,8,송파구동,법인,헬리오시티,2018,23,9510,현대,3,서울시,송파구
e485dcc8-df43-450b-869d-ce461ae0faff,2025-10-05,1898276427,84.0,16,마포구동,일반,마포래미안푸르지오,2014,23,3885,래미안,4,서울시,마포구
b0c76786-5a3a-43f4-a79a-1319675bc82b,2025-05-17,3136436728,102.0,21,송파구동,일반,헬리오시티,2018,28,9510,현대,3,서울시,송파구
ca2c1709-b207-4d7d-87e9-806355a89339,2025-05-07,2548017077,135.0,11,성동구동,일반,성동구아파트,2003,30,1051,기타,1,서울시,성동구
a813cb73-38b1-4b8d-ab6c-2dd541c024a8,2025-03-27,655716274,59.0,14,강동구동,일반,강동구아파트,1998,22,572,기타,1,서울시,강동구
06e31600-d855-43de-ab84-268bad57e79a,2024-09-25,2286244032,84.0,13,용산구동,법인,한강대우,1999,27,588,푸르지오,3,서울시,용산구
20c31b56-aee9-4207-9648-d9e035441482,2025-10-29,439933680,59.0,13,강서구동,일반,강서구아파트,2003,35,603,기타,1,서울시,강서구
48d2fead-6aae-44ca-8198-258509503634,2024-05-10,2336244989,74.0,18,용산구동,일반,용산푸르지오써밋,2020,34,1140,푸르지오,3,서울시,용산구
5e03c277-bf4e-4d5d-b7fb-53242496e331,2024-10-02,5199175972,135.0,2,서초구동,일반,반포자이,2009,15,2444,자이,4,서울시,서초구
34480b43-a07c-4e95-b846-cff4c5cba7d3,2024-07-24,4294673678,114.0,5,서초구동,일반,아크로리버파크,2016,25,1612,대림,2,서울시,서초구
a9e520a8-809d-455d-871c-1eec6fddb9ce,2025-01-03,1859617911,59.0,7,용산구동,법인,용산푸르지오써밋,2020,34,1140,푸르지오,3,서울시,용산구
219cfc25-121a-4bb3-ab52-f34990c13df6,2025-02-06,2435404409,102.0,21,마포구동,일반,래미안마포리버웰,2016,21,908,래미안,4,서울시,마포구
084fa83e-34c3-45f3-b5c1-b6f05745d915,2025-04-09,2257373350,135.0,9,강동구동,일반,강동구아파트,2017,30,477,기타,1,서울시,강동구
773ee625-02e4-4b86-a556-9910af43a4e9,2025-02-21,2230621620,135.0,25,영등포구동,일반,영등포구아파트,2006,32,1307,기타,1,서울시,영등포구
d7c98b3f-3532-4cbb-80ef-7dcfcaa5d842,2025-03-14,2841974354,74.0,13,서초구동,일반,반포자이,2009,20,2444,자이,4,서울시,서초구
e4558820-3cec-4cf8-b18f-fcd6ea7f3e67,2024-08-05,1259855759,84.0,6,강동구동,일반,강동구아파트,2017,23,621,기타,1,서울시,강동구
adaf28b6-a111-4c1f-820e-6a2b4053fa5b,2025-10-12,610830367,59.0,1,강동구동,일반,강동구아파트,1996,20,903,기타,1,서울시,강동구
443ffdc9-c413-4e33-896e-2f08a3985717,2024-04-11,4060334836,135.0,25,용산구동,일반,한강대우,1999,26,588,푸르지오,3,서울시,용산구
3f8ac2f9-4faa-4f4a-8d56-5dba412f88cc,2024-05-21,2029731540,135.0,19,영등포구동,일반,영등포구아파트,2005,20,444,기타,1,서울시,영등포구
9dab3fb2-e301-463e-b2d8-48a9378f3d18,2025-03-31,1354955281,102.0,16,영등포구동,일반,영등포구아파트,1998,33,1231,기타,1,서울시,영등포구
3dc60470-0c6a-46a6-94dc-8e0cdaf1b922,2024-09-07,3020742146,135.0,6,마포구동,일반,마포래미안푸르지오,2014,23,3885,래미안,4,서울시,마포구
33540dcf-a4e3-4610-b615-3ecd92ced8af,2026-01-22,2872721990,102.0,1,송파구동,일반,헬리오시티,2018,34,9510,현대,3,서울시,송파구
18d57b69-ded9-46a8-a39e-11c4651f4d91,2024-11-30,3732162107,135.0,10,송파구동,일반,파크리오,2008,21,6864,현대,3,서울시,송파구
ea9292b8-3720-48ca-a23c-b529ce992af8,2024-03-13,1017834202,114.0,2,강서구동,일반,강서구아파트,2009,15,571,기타,1,서울시,강서구
318c058b-6574-400e-9979-bfc6c19b8666,2024-08-26,3050899068,84.0,31,서초구동,법인,아크로리버파크,2016,33,1612,대림,2,서울시,서초구
a672026c-f486-4e16-8e65-b9d28b16b4b2,2024-06-01,3531801478,102.0,1,서초구동,법인,아크로리버파크,2016,16,1612,대림,2,서울시,서초구
dd28305a-47e4-4490-9d92-efec28216f19,2024-04-21,4520726433,102.0,12,강남구동,법인,도곡렉슬,2003,15,1116,롯데,3,서울시,강남구
d8da32a0-7799-4882-907f-d73584e6c1f6,2024-02-09,3102436275,84.0,15,서초구동,일반,반포자이,2009,26,2444,자이,4,서울시,서초구
abe465dc-a9dd-4aa9-be10-6d79ec06bc44,2024-05-24,1218474233,84.0,23,강동구동,일반,강동구아파트,2016,26,1398,기타,1,서울시,강동구
d2fb8b18-7798-4d27-b363-8697800efa36,2024-11-15,3669900861,135.0,6,송파구동,법인,잠실엘스,2008,29,3930,롯데,3,서울시,송파구
0efc178b-49ab-4807-b05e-35b9c4a2e702,2024-04-17,1338057917,59.0,3,송파구동,일반,파크리오,2008,16,6864,현대,3,서울시,송파구
a5072d9c-6fce-40b4-b6f7-4ae5460b2f09,2025-09-11,4076760749,135.0,10,용산구동,일반,한강대우,1999,15,588,푸르지오,3,서울시,용산구
9b2239e1-7307-4c25-bd2e-9bd95eff35b6,2026-01-20,4062942018,168.0,10,마포구동,법인,마포래미안푸르지오,2014,23,3885,래미안,4,서울시,마포구
07f81eb2-bb41-434e-8324-ae3d4f69b190,2025-11-16,5061547291,114.0,12,서초구동,일반,래미안서초에스티지,2020,23,1317,래미안,4,서울시,서초구
9eb4e853-6c65-4a82-a9f5-39b95503460a,2025-12-12,664698485,74.0,12,강서구동,일반,강서구아파트,2014,33,897,기타,1,서울시,강서구
72cd5d1d-2692-4828-8e02-5d9bd69b9649,2024-07-16,2343636371,102.0,20,마포구동,법인,마포래미안푸르지오,2014,22,3885,래미안,4,서울시,마포구
0d569e2b-6156-45da-88d6-1a30ec04220c,2025-03-24,2447747153,135.0,1,성동구동,일반,성동구아파트,2001,29,369,기타,1,서울시,성동구
